date,state_fang,state_macd,state_fg,state_vix,state_ma,state_eod,state_lead,state_btc,score_d,score_w,score_m,trend_d,trend_w,trend_m,overall_d,overall_w,overall_m,tone,verdict_ko,n_watch_avail,fg_avail,eod_avail,n_leaders,spy_close,vix_close
2017-03-23,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.307692,0.166667,1.000000,0,0,0,AMBER,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,6,202.414520,13.120000
2017-03-24,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.307692,0.166667,0.777778,1,0,-1,R2G,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,7,202.267517,12.960000
2017-03-27,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.384615,0.166667,1.000000,1,0,0,R2G,AMBER,GREEN,buy,상승장 속 잠깐 쉬어가는 구간,23,False,False,8,202.059937,12.500000
2017-03-28,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.307692,0.166667,1.000000,0,0,0,AMBER,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,7,203.530258,11.530000
2017-03-29,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.384615,0.166667,1.000000,0,0,0,AMBER,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,203.720520,11.420000
2017-03-30,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.730769,0.166667,1.000000,1,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,204.369186,11.540000
2017-03-31,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.884615,0.166667,1.000000,1,0,1,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,203.893524,12.370000
2017-04-03,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.884615,0.500000,1.000000,1,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,203.538895,12.380000
2017-04-04,AMBER,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.700000,0.500000,0.733333,0,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,8,203.668640,11.790000
2017-04-05,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.333333,0.733333,-1,1,-1,G2R,R2G,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,7,203.063248,12.890000
2017-04-06,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.500000,0.733333,-1,1,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,5,203.634033,12.390000
2017-04-07,AMBER,RED,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.230769,0.500000,0.733333,-1,1,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,4,203.426514,12.870000
2017-04-10,G2R,R2G,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.484615,0.333333,0.733333,1,-1,-1,GREEN,G2R,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,3,203.547562,14.050000
2017-04-11,AMBER,R2G,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.576923,0.333333,0.733333,1,-1,-1,GREEN,G2R,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,4,203.305374,15.070000
2017-04-12,AMBER,RED,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.230769,0.333333,0.733333,0,0,-1,AMBER,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,4,202.414520,15.770000
2017-04-13,AMBER,RED,AMBER,GREEN,GREEN,AMBER,AMBER,AMBER,0.076923,0.333333,0.733333,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,23,False,False,4,201.099869,15.960000
2017-04-17,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.415385,0.333333,0.733333,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,23,False,False,4,202.881577,14.660000
2017-04-18,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.415385,0.333333,0.733333,1,0,-1,R2G,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,4,202.276169,14.420000
2017-04-19,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.415385,0.333333,0.733333,1,0,-1,R2G,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,3,201.904266,14.930000
2017-04-20,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.415385,0.333333,0.733333,0,0,-1,AMBER,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,3,203.547562,14.150000
2017-04-21,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.415385,0.333333,1.000000,0,0,0,AMBER,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,3,202.898911,14.630000
2017-04-24,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.876923,0.066667,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,4,205.130371,10.840000
2017-04-25,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.333333,1.000000,1,1,1,GREEN,R2G,GREEN,hold,좋은 쪽에 가까움,23,False,False,8,206.323898,10.760000
2017-04-26,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.066667,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,5,206.194183,10.850000
2017-04-27,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.333333,1.000000,1,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,8,206.367188,10.360000
2017-04-28,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.333333,1.000000,0,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,5,205.917389,10.820000
2017-05-01,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.833333,1.000000,0,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,6,206.436356,10.110000
2017-05-02,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,0.833333,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,7,206.514206,10.590000
2017-05-03,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,0.833333,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,6,206.263382,10.680000
2017-05-04,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,0.833333,1.000000,-1,1,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,7,206.505554,10.460000
2017-05-05,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.833333,1.000000,1,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,7,207.318558,10.570000
2017-05-08,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.815385,0.833333,1.000000,1,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,207.283936,9.770000
2017-05-09,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.833333,1.000000,1,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,12,207.093674,9.960000
2017-05-10,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,0.833333,1.000000,-1,0,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,14,207.465607,10.210000
2017-05-11,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,0.833333,1.000000,-1,0,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,13,207.041779,10.600000
2017-05-12,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,0.833333,1.000000,-1,0,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,14,206.695801,10.400000
2017-05-15,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.833333,1.000000,1,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,12,207.837509,10.420000
2017-05-16,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.846154,0.833333,1.000000,1,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,14,207.647156,10.650000
2017-05-17,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.333333,1.000000,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,9,203.962738,15.590000
2017-05-18,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.333333,1.000000,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,9,204.784393,14.660000
2017-05-19,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.333333,1.000000,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,8,206.116348,12.040000
2017-05-22,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.333333,1.000000,0,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,8,207.162872,10.930000
2017-05-23,AMBER,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.700000,0.333333,1.000000,1,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,8,207.621307,10.720000
2017-05-24,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.884615,0.333333,1.000000,1,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,208.105621,10.020000
2017-05-25,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.333333,1.000000,1,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,209.100311,9.990000
2017-05-26,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.333333,1.000000,1,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,209.057037,9.810000
2017-05-30,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,0.833333,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,11,208.875458,10.380000
2017-05-31,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,0.833333,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,12,208.823532,10.410000
2017-06-01,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.833333,1.000000,0,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,210.484161,9.890000
2017-06-02,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,1.000000,1.000000,1,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,211.184723,9.750000
2017-06-05,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,1.000000,1.000000,1,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,14,211.029022,10.070000
2017-06-06,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,1.000000,1.000000,0,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,12,210.354416,10.450000
2017-06-07,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,1.000000,1.000000,0,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,12,210.743637,10.390000
2017-06-08,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,1.000000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,10,210.847382,10.160000
2017-06-09,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,1.000000,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,10,210.527405,10.700000
2017-06-12,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.315385,1.000000,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,10,210.484161,11.460000
2017-06-13,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.584615,1.000000,1.000000,0,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,211.513367,10.420000
2017-06-14,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.584615,1.000000,1.000000,0,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,8,211.245193,10.640000
2017-06-15,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.030769,1.000000,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,9,210.838776,10.900000
2017-06-16,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.307692,1.000000,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,8,210.884811,10.380000
2017-06-19,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.846154,1.000000,1.000000,1,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,8,212.640457,10.370000
2017-06-20,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.500000,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,211.206406,10.860000
2017-06-21,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.500000,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,211.154205,10.750000
2017-06-22,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.500000,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,211.058624,10.480000
2017-06-23,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.500000,1.000000,0,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,6,211.310669,10.020000
2017-06-26,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.123077,0.111111,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,211.449738,9.900000
2017-06-27,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.030769,0.066667,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,6,209.746231,11.060000
2017-06-28,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.030769,0.333333,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,211.623596,10.030000
2017-06-29,G2R,RED,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,-0.092308,0.066667,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,4,209.763687,11.440000
2017-06-30,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.030769,-0.155556,1.000000,0,-1,0,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,6,210.154709,11.180000
2017-07-03,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.261538,-0.400000,0.500000,1,-1,-1,R2G,G2R,G2R,caution,바닥 신호가 살짝 보임,23,False,False,6,210.511108,11.220000
2017-07-05,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.261538,-0.400000,0.500000,1,-1,-1,R2G,G2R,G2R,caution,바닥 신호가 살짝 보임,23,False,False,6,210.997818,11.070000
2017-07-06,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.261538,-0.400000,0.500000,1,-1,-1,R2G,G2R,G2R,caution,바닥 신호가 살짝 보임,23,False,False,6,209.068314,12.540000
2017-07-07,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,-0.400000,0.500000,1,-1,-1,R2G,G2R,G2R,caution,바닥 신호가 살짝 보임,23,False,False,7,210.424133,11.190000
2017-07-10,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.307692,-0.266667,0.500000,0,-1,-1,AMBER,G2R,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,6,210.650162,11.110000
2017-07-11,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.653846,0.000000,0.500000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,9,210.493713,10.890000
2017-07-12,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.653846,0.000000,0.500000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,8,212.075531,10.300000
2017-07-13,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,0.000000,0.500000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,9,212.431870,9.900000
2017-07-14,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,0.000000,0.500000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,10,213.422668,9.510000
2017-07-17,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,0.500000,0.500000,1,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,11,213.396545,9.820000
2017-07-18,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.846154,0.500000,0.500000,0,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,8,213.509567,9.890000
2017-07-19,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,0.500000,1.000000,0,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,214.665512,9.790000
2017-07-20,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,1.000000,1.000000,1,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,214.761139,9.580000
2017-07-21,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.611111,1.000000,1,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,214.569916,9.360000
2017-07-24,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,1.000000,0.500000,1,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,7,214.517715,9.430000
2017-07-25,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.469231,1.000000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,10,215.039230,9.430000
2017-07-26,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,1.000000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,14,215.047958,9.600000
2017-07-27,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.238462,1.000000,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,10,214.847977,10.110000
2017-07-28,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.469231,1.000000,1.000000,0,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,214.595993,10.290000
2017-07-31,G2R,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.376923,0.333333,0.500000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,11,214.474289,10.260000
2017-08-01,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.469231,1.000000,0.500000,1,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,12,214.952332,10.090000
2017-08-02,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.469231,1.000000,0.500000,0,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,215.056641,10.280000
2017-08-03,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.333333,0.500000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,10,214.639389,10.440000
2017-08-04,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,1.000000,0.500000,0,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,215.030518,10.030000
2017-08-07,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.333333,0.500000,1,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,215.430328,9.930000
2017-08-08,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.333333,0.500000,0,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,8,214.900131,10.960000
2017-08-09,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.333333,0.500000,0,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,214.891479,11.110000
2017-08-10,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.333333,0.500000,0,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,6,211.858231,16.040001
2017-08-11,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.261538,0.066667,0.500000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,5,212.171158,15.510000
2017-08-14,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.333333,0.500000,-1,0,0,G2R,AMBER,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,5,214.274429,12.330000
2017-08-15,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.066667,0.500000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,5,214.248322,12.040000
2017-08-16,AMBER,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.700000,0.066667,0.500000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,5,214.622070,11.740000
2017-08-17,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.066667,0.500000,0,-1,-1,AMBER,G2R,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,5,211.275909,15.550000
2017-08-18,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.066667,0.500000,1,0,-1,GREEN,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,5,210.945663,14.260000
2017-08-21,G2R,RED,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,-0.092308,0.066667,0.500000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,3,211.110764,13.190000
2017-08-22,AMBER,RED,AMBER,GREEN,GREEN,AMBER,AMBER,AMBER,0.076923,0.066667,0.500000,-1,0,0,G2R,AMBER,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,3,213.318359,11.350000
2017-08-23,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.184615,0.333333,0.500000,-1,1,-1,G2R,R2G,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,3,212.553543,12.250000
2017-08-24,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.761538,0.333333,0.500000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,3,212.058136,12.230000
2017-08-25,AMBER,R2G,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.576923,0.066667,0.500000,1,0,-1,GREEN,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,3,212.553543,11.280000
2017-08-28,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.761538,0.066667,0.500000,1,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,2,212.562210,11.320000
2017-08-29,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.761538,0.066667,0.500000,0,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,2,212.805573,11.700000
2017-08-30,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.761538,0.333333,0.500000,1,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,4,213.813766,11.220000
2017-08-31,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.876923,0.333333,0.500000,1,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,4,215.100082,10.590000
2017-09-01,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.876923,0.333333,0.500000,1,1,0,GREEN,R2G,GREEN,hold,좋은 쪽에 가까움,23,False,False,3,215.404266,10.130000
2017-09-05,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.646154,0.333333,0.500000,-1,1,0,G2R,R2G,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,1,213.857208,12.230000
2017-09-06,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.876923,0.833333,0.500000,0,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,0,214.587296,11.630000
2017-09-07,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,AMBER,0.723077,0.833333,0.500000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,3,214.561188,11.550000
2017-09-08,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.461538,0.333333,0.500000,-1,0,0,G2R,AMBER,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,4,214.309204,12.120000
2017-09-11,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.661538,0.333333,0.500000,-1,0,0,G2R,AMBER,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,6,216.595016,10.730000
