date,state_fang,state_macd,state_fg,state_vix,state_ma,state_eod,state_lead,state_btc,score_d,score_w,score_m,trend_d,trend_w,trend_m,overall_d,overall_w,overall_m,tone,verdict_ko,n_watch_avail,fg_avail,eod_avail,n_leaders,spy_close,vix_close
2016-09-29,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.333333,0.666667,1,0,-1,GREEN,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,7,183.791016,14.020000
2016-09-30,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.333333,0.666667,1,0,-1,GREEN,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,7,185.177917,13.290000
2016-10-03,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.111111,0.777778,0,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,10,184.732742,13.570000
2016-10-04,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.111111,0.777778,0,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,8,183.791016,13.630000
2016-10-05,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.111111,0.777778,0,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,184.604263,12.990000
2016-10-06,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.111111,0.777778,0,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,184.732742,12.840000
2016-10-07,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.111111,0.777778,0,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,184.099167,13.480000
2016-10-10,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.815385,0.333333,0.777778,-1,1,1,G2R,R2G,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,8,185.058075,13.380000
2016-10-11,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.333333,1.000000,-1,1,1,G2R,R2G,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,9,182.720840,15.360000
2016-10-12,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.333333,1.000000,-1,1,1,G2R,R2G,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,6,182.960587,15.910000
2016-10-13,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.333333,1.000000,-1,1,1,G2R,R2G,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,6,182.361237,16.690001
2016-10-14,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.333333,1.000000,0,1,1,AMBER,R2G,GREEN,hold,좋은 쪽에 가까움,23,False,False,5,182.455460,16.120001
2016-10-17,AMBER,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.169231,0.333333,1.000000,-1,0,1,G2R,AMBER,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,6,181.821930,16.209999
2016-10-18,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.384615,0.333333,1.000000,0,0,1,AMBER,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,8,182.960587,15.280000
2016-10-19,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.384615,0.333333,1.000000,0,0,1,AMBER,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,8,183.448532,14.410000
2016-10-20,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.730769,0.333333,1.000000,1,0,1,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,6,183.106094,13.750000
2016-10-21,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.730769,0.333333,1.000000,1,0,1,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,8,183.191711,13.340000
2016-10-24,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.333333,1.000000,1,0,1,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,13,183.970779,13.020000
2016-10-25,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.333333,1.000000,1,0,1,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,183.354385,13.460000
2016-10-26,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.815385,0.333333,1.000000,1,0,1,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,8,182.986206,14.240000
2016-10-27,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.353846,0.333333,1.000000,-1,0,1,G2R,AMBER,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,7,182.498215,15.360000
2016-10-28,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.353846,0.333333,1.000000,-1,0,1,G2R,AMBER,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,8,181.958923,16.190001
2016-10-31,AMBER,RED,AMBER,G2R,AMBER,AMBER,GREEN,GREEN,-0.015385,0.155556,0.733333,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,8,181.967514,17.059999
2016-11-01,G2R,RED,AMBER,G2R,AMBER,AMBER,GREEN,GREEN,-0.107692,0.066667,0.233333,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,23,False,False,5,180.649017,18.559999
2016-11-02,G2R,RED,AMBER,G2R,AMBER,AMBER,GREEN,GREEN,-0.107692,0.066667,0.233333,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,23,False,False,6,179.561783,19.320000
2016-11-03,RED,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.600000,-0.422222,-0.255556,-1,-1,-1,RED,G2R,G2R,reduce,시장 전체가 내리막,23,False,False,0,178.739914,22.080000
2016-11-04,RED,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.600000,-0.422222,-0.255556,-1,-1,-1,RED,G2R,G2R,reduce,시장 전체가 내리막,23,False,False,0,178.543015,22.510000
2016-11-07,AMBER,RED,AMBER,AMBER,AMBER,AMBER,GREEN,GREEN,0.046154,0.155556,0.233333,1,0,-1,R2G,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,7,182.481171,18.709999
2016-11-08,AMBER,GREEN,AMBER,AMBER,AMBER,AMBER,GREEN,AMBER,0.353846,0.155556,0.233333,1,1,-1,R2G,R2G,G2R,buy,바닥을 다지는 중,23,False,False,9,183.303024,18.740000
2016-11-09,G2R,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.569231,0.333333,0.500000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,8,185.246368,14.380000
2016-11-10,G2R,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.723077,-0.066667,0.500000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,7,185.708664,14.740000
2016-11-11,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.333333,0.500000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,8,185.280563,14.170000
2016-11-14,G2R,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.723077,0.433333,0.500000,1,1,-1,GREEN,R2G,G2R,buy,바닥을 다지는 중,23,False,False,9,185.426147,14.480000
2016-11-15,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.815385,0.566667,1.000000,1,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,7,186.872986,13.370000
2016-11-16,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.833333,1.000000,0,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,186.522034,13.720000
2016-11-17,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.833333,1.000000,1,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,187.480911,13.350000
2016-11-18,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.833333,1.000000,1,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,187.061401,12.850000
2016-11-21,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.833333,1.000000,0,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,188.473953,12.420000
2016-11-22,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.833333,1.000000,0,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,188.842117,12.410000
2016-11-23,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.833333,1.000000,0,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,188.944839,12.430000
2016-11-25,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.500000,0.833333,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,11,189.646866,12.340000
2016-11-28,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.500000,1.000000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,10,188.756470,13.150000
2016-11-29,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.315385,1.000000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,10,189.124588,12.900000
2016-11-30,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.469231,1.000000,1.000000,0,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,188.670853,13.330000
2016-12-01,G2R,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.376923,1.000000,1.000000,-1,1,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,9,187.977417,14.070000
2016-12-02,G2R,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.376923,1.000000,1.000000,0,1,1,AMBER,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,188.071579,14.120000
2016-12-05,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.469231,1.000000,1.000000,0,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,189.201660,12.140000
2016-12-06,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.815385,1.000000,1.000000,1,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,189.800919,11.790000
2016-12-07,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,1.000000,1.000000,1,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,192.283646,12.220000
2016-12-08,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,1.000000,1.000000,1,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,13,192.754532,12.640000
2016-12-09,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.846154,0.733333,1.000000,0,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,12,193.918900,11.750000
2016-12-12,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.815385,0.600000,1.000000,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,10,193.696213,12.640000
2016-12-13,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.815385,0.733333,1.000000,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,16,194.988998,12.720000
2016-12-14,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,1.000000,1.000000,1,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,193.379486,13.190000
2016-12-15,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,1.000000,1.000000,1,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,14,194.175674,12.790000
2016-12-16,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,1.000000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,11,193.795944,12.200000
2016-12-19,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,1.000000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,11,194.217926,11.710000
2016-12-20,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,1.000000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,11,194.967117,11.450000
2016-12-21,GREEN,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.653846,1.000000,1.000000,0,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,194.424576,11.270000
2016-12-22,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,1.000000,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,10,194.088699,11.430000
2016-12-23,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,1.000000,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,11,194.372879,11.440000
2016-12-27,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,1.000000,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,11,194.855148,11.990000
2016-12-28,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,1.000000,1.000000,0,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,193.244736,12.950000
2016-12-29,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,1.000000,1.000000,0,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,193.201691,13.370000
2016-12-30,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,1.000000,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,12,192.495575,14.040000
2017-01-03,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.261538,0.500000,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,11,193.968063,12.850000
2017-01-04,G2R,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.261538,1.000000,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,11,195.122147,11.850000
2017-01-05,AMBER,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.700000,1.000000,1.000000,1,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,194.967117,11.670000
2017-01-06,AMBER,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.469231,1.000000,1.000000,1,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,8,195.664627,11.320000
2017-01-09,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.307692,1.000000,1.000000,0,0,0,AMBER,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,195.018753,11.560000
2017-01-10,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.307692,1.000000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,8,195.018753,11.490000
2017-01-11,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.307692,0.777778,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,11,195.569931,11.260000
2017-01-12,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.307692,1.000000,1.000000,0,0,0,AMBER,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,195.078995,11.540000
2017-01-13,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.307692,1.000000,1.000000,0,0,0,AMBER,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,8,195.526840,11.230000
2017-01-17,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.277778,1.000000,0,-1,0,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,194.837875,11.870000
2017-01-18,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.166667,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,195.268509,12.480000
2017-01-19,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.277778,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,194.545166,12.780000
2017-01-20,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.277778,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,6,195.259857,11.540000
2017-01-23,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.166667,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,194.751770,11.770000
2017-01-24,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.384615,0.166667,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,8,196.000504,11.070000
2017-01-25,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.666667,1.000000,0,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,197.697021,10.810000
2017-01-26,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.666667,1.000000,1,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,7,197.490265,10.630000
2017-01-27,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.166667,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,8,197.180283,10.580000
2017-01-30,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.384615,0.500000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,7,195.957458,11.880000
2017-01-31,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.500000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,9,195.940247,11.990000
2017-02-01,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.500000,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,12,196.017715,11.810000
2017-02-02,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.500000,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,12,196.146881,11.930000
2017-02-03,AMBER,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.353846,0.500000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,10,197.498901,10.970000
2017-02-06,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.500000,1.000000,0,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,197.145844,11.370000
2017-02-07,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.884615,0.500000,1.000000,1,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,197.154465,11.290000
2017-02-08,GREEN,R2G,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.884615,0.500000,1.000000,1,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,197.412811,11.450000
2017-02-09,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.846154,0.500000,1.000000,1,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,198.583954,10.880000
2017-02-10,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,1.000000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,11,199.367630,10.850000
2017-02-13,G2R,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.492308,1.000000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,10,200.452682,11.070000
2017-02-14,G2R,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.492308,1.000000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,9,201.253601,10.740000
2017-02-15,G2R,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.492308,1.000000,1.000000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,10,202.304169,11.970000
2017-02-16,G2R,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.723077,1.000000,1.000000,1,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,202.131927,11.760000
2017-02-17,G2R,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.723077,1.000000,1.000000,1,0,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,202.450607,11.490000
2017-02-21,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.815385,0.733333,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,8,203.656204,11.570000
2017-02-22,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.733333,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,8,203.475418,11.740000
2017-02-23,G2R,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.723077,0.600000,1.000000,0,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,6,203.613144,11.710000
2017-02-24,G2R,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.376923,0.600000,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,203.871506,11.470000
2017-02-27,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.469231,0.600000,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,6,204.190155,12.090000
2017-02-28,G2R,G2R,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.376923,0.600000,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,6,203.639023,12.920000
2017-03-01,G2R,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.723077,0.600000,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,6,206.489410,12.540000
2017-03-02,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.815385,0.600000,0.733333,1,0,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,5,205.189102,11.810000
2017-03-03,AMBER,GREEN,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.692308,0.600000,0.733333,1,0,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,4,205.318253,10.960000
2017-03-06,AMBER,G2R,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.346154,0.600000,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,4,204.706894,11.240000
2017-03-07,AMBER,RED,AMBER,GREEN,GREEN,AMBER,AMBER,GREEN,0.230769,0.600000,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,4,204.095383,11.450000
2017-03-08,AMBER,RED,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.000000,0.600000,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,3,203.716492,11.860000
2017-03-09,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.184615,0.600000,1.000000,-1,0,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,3,203.974823,12.300000
2017-03-10,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.184615,0.600000,1.000000,0,0,0,AMBER,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,4,204.689590,11.660000
2017-03-13,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.184615,0.100000,1.000000,1,-1,0,R2G,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,4,204.792984,11.350000
2017-03-14,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.233333,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,5,204.009277,12.300000
2017-03-15,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,0.538462,0.233333,1.000000,1,-1,0,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,5,205.774704,11.630000
2017-03-16,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.384615,0.233333,1.000000,1,-1,0,R2G,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,5,205.369919,11.210000
2017-03-17,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,AMBER,0.261538,0.233333,1.000000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,4,205.009293,11.280000
2017-03-20,GREEN,RED,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.307692,0.166667,1.000000,-1,0,0,G2R,AMBER,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,7,204.784393,11.340000
2017-03-21,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.184615,0.166667,1.000000,-1,0,0,G2R,AMBER,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,4,202.155090,12.470000
2017-03-22,GREEN,RED,AMBER,GREEN,GREEN,AMBER,AMBER,G2R,0.184615,0.166667,1.000000,0,0,0,AMBER,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,3,202.630768,12.810000
